Scaled Voxel Centers:
 [-1.99322049e+01 -7.09556708e+01 -3.57614637e+00]
 [-2.01024058e+01 -7.22966471e+01 -3.56443666e+00]
 [-2.01517752e+01 -7.36643323e+01 -3.54804306e+00]
 [-2.01755320e+01 -7.50268009e+01 -3.53164946e+00]
 [-1.98828813e+01 -7.64578584e+01 -3.50120421e+00]
 [ 1.47938915e+00 -8.28551892e+01 -2.45903974e+00]
 [-2.03591714e+01 -7.35442799e+01 -2.66702849e-01]
 [-2.03577494e+01 -7.37171296e+01 -2.66527156e-01]
 [-2.03559187e+01 -7.38898712e+01 -2.66351462e-01]
 [-2.03536799e+01 -7.40625035e+01 -2.66175769e-01]
 [-2.03992328e+01 -7.42213331e+01 -2.66175769e-01]
 [-2.05408991e+01 -7.43530948e+01 -2.66527156e-01]
 [-2.03927804e+01 -7.45662620e+01 -2.65824382e-01]
 [-2.03889429e+01 -7.47385532e+01 -2.65648688e-01]
 [-2.03363820e+01 -7.49240032e+01 -2.65297301e-01]
 [-2.03317040e+01 -7.50959605e+01 -2.65121607e-01]
 [-2.05201213e+01 -7.52155532e+01 -2.65648688e-01]
 [-2.04179410e+01 -7.54136131e+01 -2.65121607e-01]
 [-2.04121064e+01 -7.55854309e+01 -2.64945914e-01]
 [-2.03574083e+01 -7.57698764e+01 -2.64594526e-01]
 [-2.03507388e+01 -7.59413508e+01 -2.64418833e-01]
 [-2.04892139e+01 -7.60751079e+01 -2.64770220e-01]
 [-2.04332792e+01 -7.62590868e+01 -2.64418833e-01]
 [-2.04254573e+01 -7.64304083e+01 -2.64243139e-01]
 [-2.03200415e+01 -7.66260432e+01 -2.63716059e-01]
 [-2.03113637e+01 -7.67969061e+01 -2.63540365e-01]
 [-2.05455320e+01 -7.69076105e+01 -2.64243139e-01]
 [-1.53765958e+01 -7.83402350e+01 -2.45443927e-01]
 [-6.45176560e+00 -8.06584784e+01 -2.13116309e-01]
 [ 1.89811717e+00 -8.27975293e+01 -1.82897013e-01]
 [ 1.18908559e+00 -8.27457640e+01 -1.85356723e-01]
 [ 1.40636328e+00 -8.29150906e+01 -1.84478256e-01]
 [ 1.38012404e+00 -8.30265545e+01 -1.84478256e-01]
 [ 1.30530131e+00 -8.31268108e+01 -1.84653949e-01]
 [ 1.32837739e+00 -8.32496520e+01 -1.84478256e-01]
 [ 1.30287021e+00 -8.33612847e+01 -1.84478256e-01]
 [ 1.32650757e+00 -8.34839181e+01 -1.84302562e-01]
 [ 1.39936107e+00 -8.36172322e+01 -1.83951175e-01]
 [ 1.37465782e+00 -8.37287096e+01 -1.83951175e-01]
 [ 1.35019849e+00 -8.38402405e+01 -1.83951175e-01]
 [ 1.22799351e+00 -8.39307916e+01 -1.84302562e-01]
 [ 1.30201076e+00 -8.40634667e+01 -1.83951175e-01]
 [ 1.22924415e+00 -8.41648487e+01 -1.84126868e-01]
 [ 1.40198794e+00 -8.43174924e+01 -1.83424094e-01]
 [ 1.28064780e+00 -8.44087772e+01 -1.83775481e-01]
 [ 1.25767637e+00 -8.45205110e+01 -1.83775481e-01]
 [ 1.33320554e+00 -8.46520523e+01 -1.83424094e-01]
 [ 1.35991572e+00 -8.47734432e+01 -1.83248400e-01]
 [ 1.28857102e+00 -8.48753386e+01 -1.83424094e-01]
 [ 1.31581203e+00 -8.49966121e+01 -1.83248400e-01]
 [ 1.34333789e+00 -8.51177250e+01 -1.83072707e-01]
 [ 1.27268399e+00 -8.52199769e+01 -1.83248400e-01]
 [ 1.30074063e+00 -8.53409628e+01 -1.83072707e-01]
 [ 1.23053475e+00 -8.54435211e+01 -1.83248400e-01]
 [ 1.25912045e+00 -8.55643838e+01 -1.83072707e-01]
 [ 1.23867702e+00 -8.56761617e+01 -1.83072707e-01]
 [ 1.16914569e+00 -8.57791760e+01 -1.83248400e-01]
 [ 1.14917234e+00 -8.58911492e+01 -1.83248400e-01]
 [ 1.17881451e+00 -8.60117585e+01 -1.83072707e-01]
 [ 1.20873912e+00 -8.61321956e+01 -1.82897013e-01]
 [ 1.43657512e+00 -8.62859781e+01 -1.82018545e-01]
 [ 1.22000636e+00 -8.63642860e+01 -1.82721320e-01]
 [ 1.15186901e+00 -8.64679841e+01 -1.82897013e-01]
 [ 1.23232564e+00 -8.65961040e+01 -1.82545626e-01]
 [ 1.16466013e+00 -8.66999899e+01 -1.82721320e-01]
 [ 1.24569380e+00 -8.68276508e+01 -1.82369933e-01]
 [ 1.22801386e+00 -8.69394549e+01 -1.82369933e-01]
 [ 1.16104836e+00 -8.70436726e+01 -1.82545626e-01]
 [ 1.04474770e+00 -8.71406267e+01 -1.82897013e-01]
 [ 1.12687808e+00 -8.72676913e+01 -1.82545626e-01]
 [ 1.20931933e+00 -8.73943552e+01 -1.82194239e-01]
 [ 1.19287916e+00 -8.75062370e+01 -1.82194239e-01]
 [ 1.12707316e+00 -8.76110691e+01 -1.82369933e-01]
 [ 1.16073326e+00 -8.77301068e+01 -1.82194239e-01]
 [ 1.29395113e+00 -8.78627017e+01 -1.81667158e-01]
 [ 1.32819135e+00 -8.79811597e+01 -1.81491465e-01]
 [ 1.26336383e+00 -8.80861282e+01 -1.81667158e-01]
 [ 1.09938132e+00 -8.81782553e+01 -1.82194239e-01]
 [ 1.18405496e+00 -8.83032487e+01 -1.81842852e-01]
 [ 1.16960232e+00 -8.84151895e+01 -1.81842852e-01]
 [ 1.35430359e+00 -8.85520384e+01 -1.81140078e-01]
 [ 1.19117393e+00 -8.86452644e+01 -1.81667158e-01]
 [ 1.27697782e+00 -8.87691914e+01 -1.81315771e-01]
 [ 1.21377820e+00 -8.88750268e+01 -1.81491465e-01]
 [ 1.39969543e+00 -8.90100464e+01 -1.80788690e-01]
 [ 1.08803639e+00 -8.90874337e+01 -1.81842852e-01]
 [ 1.27451797e+00 -8.92218597e+01 -1.81140078e-01]
 [ 1.21225888e+00 -8.93281327e+01 -1.81315771e-01]
 [ 1.44919065e+00 -8.94667751e+01 -1.80437303e-01]
 [ 1.28776297e+00 -8.95623986e+01 -1.80964384e-01]
 [ 1.22621402e+00 -8.96689673e+01 -1.81140078e-01]
 [ 1.21474963e+00 -8.97808070e+01 -1.81140078e-01]
 [ 1.15365662e+00 -8.98877509e+01 -1.81315771e-01]
 [ 1.09278706e+00 -8.99949361e+01 -1.81491465e-01]
 [ 1.23171911e+00 -9.01211754e+01 -1.80964384e-01]
 [ 1.22124393e+00 -9.02330020e+01 -1.80964384e-01]
 [ 1.21101341e+00 -9.03448512e+01 -1.80964384e-01]
 [ 1.15110344e+00 -9.04523448e+01 -1.81140078e-01]
 [ 1.19128598e+00 -9.05686212e+01 -1.80964384e-01]
 [ 1.23173253e+00 -9.06846950e+01 -1.80788690e-01]
 [ 1.12258647e+00 -9.07884171e+01 -1.81140078e-01]
 [ 1.31341337e+00 -9.09162513e+01 -1.80437303e-01]
 [ 1.20473915e+00 -9.10202299e+01 -1.80788690e-01]
 [ 1.19623076e+00 -9.11321131e+01 -1.80788690e-01]
 [ 1.18796715e+00 -9.12440146e+01 -1.80788690e-01]
 [ 1.12995519e+00 -9.13524258e+01 -1.80964384e-01]
 [ 1.12217367e+00 -9.14644709e+01 -1.80964384e-01]
 [ 1.26466134e+00 -9.15864039e+01 -1.80437303e-01]
 [ 1.20737584e+00 -9.16949799e+01 -1.80612997e-01]
 [ 1.15032156e+00 -9.18037831e+01 -1.80788690e-01]
 [ 1.24358444e+00 -9.19217106e+01 -1.80437303e-01]
 [ 1.13697817e+00 -9.20277971e+01 -1.80788690e-01]
 [ 1.03059198e+00 -9.21343330e+01 -1.81140078e-01]
 [ 1.22470884e+00 -9.22571416e+01 -1.80437303e-01]
 [ 1.16885364e+00 -9.23664501e+01 -1.80612997e-01]
 [ 1.11323227e+00 -9.24759887e+01 -1.80788690e-01]
 [ 1.10790863e+00 -9.25880675e+01 -1.80788690e-01]
 [ 1.25303447e+00 -9.27067626e+01 -1.80261610e-01]
 [ 1.14806950e+00 -9.28143574e+01 -1.80612997e-01]
 [ 1.19356323e+00 -9.29283434e+01 -1.80437303e-01]
 [ 1.03898454e+00 -9.30346221e+01 -1.80964384e-01]
 [ 1.08496858e+00 -9.31486270e+01 -1.80788690e-01]
 [ 1.13120563e+00 -9.32624226e+01 -1.80612997e-01]
 [ 1.12760232e+00 -9.33744604e+01 -1.80612997e-01]
 [ 1.22443603e+00 -9.34893836e+01 -1.80261610e-01]
 [ 1.12113099e+00 -9.35985584e+01 -1.80612997e-01]
 [ 1.06816123e+00 -9.37093965e+01 -1.80788690e-01]
 [ 1.01543137e+00 -9.38204648e+01 -1.80964384e-01]
 [ 1.21347567e+00 -9.39367645e+01 -1.80261610e-01]
 [ 1.06102114e+00 -9.40459404e+01 -1.80788690e-01]
 [ 1.20946365e+00 -9.41604834e+01 -1.80261610e-01]
 [ 1.15771255e+00 -9.42716731e+01 -1.80437303e-01]
 [ 1.10620343e+00 -9.43830842e+01 -1.80612997e-01]
 [ 1.15516631e+00 -9.44956315e+01 -1.80437303e-01]
 [ 1.05402960e+00 -9.46069171e+01 -1.80788690e-01]
 [ 1.10348378e+00 -9.47193592e+01 -1.80612997e-01]
 [ 1.15318421e+00 -9.48315845e+01 -1.80437303e-01]
 [ 1.05277999e+00 -9.49435340e+01 -1.80788690e-01]
 [ 1.15308769e+00 -9.50555634e+01 -1.80437303e-01]
 [ 1.10329055e+00 -9.51677460e+01 -1.80612997e-01]
 [ 1.00362369e+00 -9.52804513e+01 -1.80964384e-01]
 [ 1.15478024e+00 -9.53915179e+01 -1.80437303e-01]
 [ 1.15583437e+00 -9.55034995e+01 -1.80437303e-01]
 [ 1.10702073e+00 -9.56161112e+01 -1.80612997e-01]
 [ 9.58232620e-01 -9.57304214e+01 -1.81140078e-01]
 [ 1.01013805e+00 -9.58419790e+01 -1.80964384e-01]
 [ 1.01217792e+00 -9.59542741e+01 -1.80964384e-01]
 [ 1.06456885e+00 -9.60655018e+01 -1.80788690e-01]
 [ 9.16789101e-01 -9.61812117e+01 -1.81315771e-01]
 [ 1.11997177e+00 -9.62885616e+01 -1.80612997e-01]
 [ 9.72696737e-01 -9.64048044e+01 -1.81140078e-01]
 [ 9.25873888e-01 -9.65186845e+01 -1.81315771e-01]
 [ 9.79484889e-01 -9.66295475e+01 -1.81140078e-01]
 [ 9.33160720e-01 -9.67436304e+01 -1.81315771e-01]
 [ 7.36840910e-01 -9.68634182e+01 -1.82018545e-01]
 [ 8.41273758e-01 -9.69724239e+01 -1.81667158e-01]
 [ 7.95712609e-01 -9.70871397e+01 -1.81842852e-01]
 [ 9.50686755e-01 -9.71934223e+01 -1.81315771e-01]
 [ 1.00574824e+00 -9.73035760e+01 -1.81140078e-01]
 [ 1.06104549e+00 -9.74135006e+01 -1.80964384e-01]
 [ 1.01646828e+00 -9.75281668e+01 -1.81140078e-01]
 [ 1.07224593e+00 -9.76378498e+01 -1.80964384e-01]
 [ 1.02817082e+00 -9.77527088e+01 -1.81140078e-01]
 [ 1.08442780e+00 -9.78621480e+01 -1.80964384e-01]
 [ 1.09088671e+00 -9.79742767e+01 -1.80964384e-01]
 [ 1.09759089e+00 -9.80863911e+01 -1.80964384e-01]
 [ 1.05452287e+00 -9.82016354e+01 -1.81140078e-01]
 [ 1.51182203e+00 -9.82846007e+01 -1.79558835e-01]
 [ 1.71921852e+00 -9.83823732e+01 -1.78856061e-01]
 [ 2.07678701e+00 -9.84688637e+01 -1.77626206e-01]
 [ 2.13455922e+00 -9.85752580e+01 -1.77450512e-01]
 [ 2.24253663e+00 -9.86777349e+01 -1.77099125e-01]
 [ 2.20080457e+00 -9.87911332e+01 -1.77274819e-01]
 [ 2.20929302e+00 -9.89008308e+01 -1.77274819e-01]
 [ 2.26797669e+00 -9.90065008e+01 -1.77099125e-01]
 [ 2.27693611e+00 -9.91160516e+01 -1.77099125e-01]
 [ 2.28613566e+00 -9.92255887e+01 -1.77099125e-01]
 [ 2.34550219e+00 -9.93307648e+01 -1.76923432e-01]
 [ 2.20541587e+00 -9.94534764e+01 -1.77450512e-01]
 [ 2.11553629e+00 -9.95722663e+01 -1.77801900e-01]
 [ 2.12573370e+00 -9.96821475e+01 -1.77801900e-01]
 [ 2.28583568e+00 -9.97776988e+01 -1.77274819e-01]
 [ 2.19672704e+00 -9.98969643e+01 -1.77626206e-01]
 [ 2.20763456e+00 -1.00006668e+02 -1.77626206e-01]
 [ 2.21878203e+00 -1.00116348e+02 -1.77626206e-01]
 [ 2.18032559e+00 -1.00231212e+02 -1.77801900e-01]
 [ 2.09229845e+00 -1.00351574e+02 -1.78153287e-01]
 [ 2.10420069e+00 -1.00461504e+02 -1.78153287e-01]
 [ 2.21596183e+00 -1.00560351e+02 -1.77801900e-01]
 [ 2.32791451e+00 -1.00658738e+02 -1.77450512e-01]
 [ 2.29070356e+00 -1.00773899e+02 -1.77626206e-01]
 [ 2.45284483e+00 -1.00865836e+02 -1.77099125e-01]
 [ 2.36635327e+00 -1.00986904e+02 -1.77450512e-01]
 [ 2.28015308e+00 -1.01108376e+02 -1.77801900e-01]
 [ 2.14451322e+00 -1.01236430e+02 -1.78328980e-01]
 [ 2.05891423e+00 -1.01358822e+02 -1.78680367e-01]
 [ 2.12272485e+00 -1.01462428e+02 -1.78504674e-01]
 [ 2.13705706e+00 -1.01572289e+02 -1.78504674e-01]
 [ 2.10195312e+00 -1.01688729e+02 -1.78680367e-01]
 [ 2.11678043e+00 -1.01798635e+02 -1.78680367e-01]
 [ 2.03255403e+00 -1.01922162e+02 -1.79031755e-01]
 [ 2.19678814e+00 -1.02011414e+02 -1.78504674e-01]
 [ 2.11308769e+00 -1.02135198e+02 -1.78856061e-01]
 [ 2.17849282e+00 -1.02237928e+02 -1.78680367e-01]
 [ 2.34327762e+00 -1.02325889e+02 -1.78153287e-01]
 [ 2.11165193e+00 -1.02472107e+02 -1.79031755e-01]
 [ 1.78132052e+00 -1.02634310e+02 -1.80261610e-01]
 [ 1.55053346e+00 -1.02782822e+02 -1.81140078e-01]
 [ 1.17159528e+00 -1.02955444e+02 -1.82545626e-01]
 [ 8.92177306e-01 -1.03114157e+02 -1.83599788e-01]
 [ 7.61667960e-01 -1.03250407e+02 -1.84126868e-01]
 [ 8.78851691e-01 -1.03347199e+02 -1.83775481e-01]
 [ 9.46760738e-01 -1.03451642e+02 -1.83599788e-01]
 [ 9.65447247e-01 -1.03564057e+02 -1.83599788e-01]
 [ 9.34965815e-01 -1.03684773e+02 -1.83775481e-01]
 [ 8.55369342e-01 -1.03814099e+02 -1.84126868e-01]
 [ 9.24226870e-01 -1.03918161e+02 -1.83951175e-01]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [-1.98447118e+01 -3.66667310e+01  3.38624996e+00]
 [-1.98657604e+01 -3.87038628e+01  3.34071136e+00]
 [-1.96376045e+01 -4.08736533e+01  3.28606505e+00]
 [-2.00457213e+01 -4.25202879e+01  3.26238498e+00]
 [-1.98021704e+01 -4.45931170e+01  3.21138175e+00]
 [-1.95501295e+01 -4.66133919e+01  3.16220007e+00]
 [-1.98385624e+01 -4.82295770e+01  3.13852000e+00]
 [-2.03477233e+01 -4.96826344e+01  3.12576919e+00]
 [-1.99256328e+01 -5.16776588e+01  3.07476596e+00]
 [-1.95431496e+01 -5.35941839e+01  3.02740582e+00]
 [-1.94668389e+01 -5.52909559e+01  2.99461803e+00]
 [-1.94861631e+01 -5.69022388e+01  2.96729488e+00]
 [-1.97839312e+01 -5.83438575e+01  2.95272253e+00]
 [-1.96928653e+01 -5.99586818e+01  2.92357783e+00]
 [-1.96584201e+01 -6.15170270e+01  2.89807621e+00]
 [-1.95000673e+01 -6.31038708e+01  2.86893151e+00]
 [-1.95391177e+01 -6.45777757e+01  2.84889453e+00]
 [-1.96416514e+01 -6.60060223e+01  2.83250064e+00]
 [-1.94823502e+01 -6.75175900e+01  2.80699902e+00]
 [-1.97162195e+01 -6.88617624e+01  2.79789130e+00]
 [-1.96881494e+01 -7.02865512e+01  2.77967586e+00]
 [-1.97753750e+01 -7.16563180e+01  2.76692506e+00]
 [-1.95492524e+01 -7.31086592e+01  2.74324499e+00]
 [-1.97762396e+01 -7.44092019e+01  2.73778036e+00]
 [-1.95441213e+01 -7.58265037e+01  2.71592183e+00]
 [ 5.03311234e-01 -8.21101744e+01  1.95269497e+00]
 [ 9.69784319e-01 -8.31753087e+01  1.92719336e+00]
 [ 9.18353671e-01 -8.41070173e+01  1.92172873e+00]
 [ 9.32933746e-01 -8.50463596e+01  1.91444255e+00]
 [ 9.64580404e-01 -8.59818752e+01  1.90715638e+00]
 [-1.97421161e+01 -5.52363595e+01  9.87526152e+00]
 [-1.98982746e+01 -5.67800010e+01  9.80387409e+00]
 [-1.97117805e+01 -5.84737019e+01  9.69084398e+00]
 [-1.96675100e+01 -6.00626401e+01  9.60160969e+00]
 [-1.98608378e+01 -6.15137778e+01  9.54806912e+00]
 [-2.02986355e+01 -6.28406380e+01  9.53022226e+00]
 [-1.99783063e+01 -6.44806538e+01  9.41719216e+00]
 [-1.99002142e+01 -6.59888825e+01  9.33985577e+00]
 [-2.02567234e+01 -6.73085365e+01  9.32200891e+00]
 [-1.97465822e+01 -6.89348247e+01  9.19708091e+00]
 [-2.00497941e+01 -7.02464675e+01  9.17923405e+00]
 [-1.98554722e+01 -7.17127013e+01  9.10189766e+00]
 [-1.99179391e+01 -7.30783538e+01  9.06025500e+00]
 [-2.02420352e+01 -7.43578273e+01  9.05430604e+00]
 [-2.01586291e+01 -7.57435486e+01  9.00076547e+00]
 [-1.61835199e+01 -7.80692791e+01  8.47130868e+00]
 [ 1.19233980e+00 -8.32816796e+01  6.30588989e+00]
 [ 9.47003369e-01 -8.41684506e+01  6.31183884e+00]
 [ 9.12554031e-01 -8.50975145e+01  6.29399198e+00]
 [ 9.92898209e-01 -8.60414302e+01  6.26424722e+00]
 [ 1.09045252e+00 -8.69795303e+01  6.23450245e+00]
 [ 1.05714439e+00 -8.78912083e+01  6.22260455e+00]
 [ 9.41198404e-01 -8.87898068e+01  6.22260455e+00]
 [ 1.03901396e+00 -8.97104599e+01  6.19880874e+00]
 [ 8.55736121e-01 -9.06007349e+01  6.21070664e+00]
 [ 8.36887494e-01 -9.15057435e+01  6.20475769e+00]
 [ 8.33929527e-01 -9.24100777e+01  6.19880874e+00]
 [ 7.97096198e-01 -9.33118668e+01  6.19880874e+00]
 [ 7.26292189e-01 -9.42134447e+01  6.20475769e+00]
 [ 7.70795375e-01 -9.51166939e+01  6.19880874e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 1.19692088e+02 -1.06520005e+02  1.55267244e+01]
 [ 1.19063223e+02 -1.05224141e+02  1.53372382e+01]
 [ 1.14633841e+02 -1.03437861e+02  1.42783445e+01]
 [ 1.14481557e+02 -1.02322626e+02  1.42114670e+01]
 [ 1.14114779e+02 -1.01195584e+02  1.41000046e+01]
 [ 1.14263124e+02 -1.00128425e+02  1.41111508e+01]
 [ 1.19268126e+02 -9.93809935e+01  1.52369219e+01]
 [ 1.18798421e+02 -9.81941463e+01  1.51143132e+01]
 [ 1.19723892e+02 -9.70694135e+01  1.53149457e+01]
 [ 1.13741249e+02 -9.58174262e+01  1.39439571e+01]
 [ 1.13502546e+02 -9.47543569e+01  1.38882258e+01]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 1.18869485e+02 -1.05835175e+02  3.35797788e+01]
 [ 1.18827890e+02 -1.04648047e+02  3.34676967e+01]
 [ 1.18987245e+02 -1.03494250e+02  3.34676967e+01]
 [ 1.19215472e+02 -1.02347731e+02  3.35125296e+01]
 [ 1.19156021e+02 -1.01170891e+02  3.34228639e+01]
 [ 1.19120409e+02 -1.00001759e+02  3.33556147e+01]
 [ 1.19064186e+02 -9.88357679e+01  3.32883655e+01]
 [ 1.19390475e+02 -9.76897054e+01  3.34228639e+01]
 [ 1.19114337e+02 -9.65198450e+01  3.32659491e+01]
 [ 1.19176226e+02 -9.53625675e+01  3.32883655e+01]
 [ 1.19173035e+02 -9.42041219e+01  3.32883655e+01]
 [ 1.19239171e+02 -9.30433227e+01  3.33331983e+01]
 [ 1.19195386e+02 -9.18841426e+01  3.33331983e+01]
 [ 1.18907689e+02 -9.07401492e+01  3.32211163e+01]
 [ 1.19270348e+02 -8.95507890e+01  3.34452803e+01]
 [ 1.18987041e+02 -8.84092151e+01  3.33556147e+01]
 [ 1.19040261e+02 -8.72343941e+01  3.34452803e+01]
 [ 1.18850434e+02 -8.60855087e+01  3.34228639e+01]
 [ 1.18995100e+02 -8.48870582e+01  3.35797788e+01]
 [ 1.18764437e+02 -8.37408587e+01  3.35573624e+01]
 [ 1.18690068e+02 -8.25665523e+01  3.36246116e+01]
 [ 1.30665397e+02 -7.89077848e+01  3.98563729e+01]
 [ 1.30809792e+02 -7.74539319e+01  4.00805370e+01]
 [ 1.30796290e+02 -7.60218518e+01  4.02374519e+01]
 [ 1.30756393e+02 -7.45849393e+01  4.03943667e+01]
 [ 1.30560457e+02 -7.31798490e+01  4.04840324e+01]
 [ 1.31026087e+02 -7.15703893e+01  4.09323605e+01]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 5.26228984e+01 -9.49656347e+01  0.00000000e+00]
 [ 1.18718507e+02 -1.06615503e+02  4.54753317e+01]
 [ 1.19029895e+02 -1.06521446e+02  4.56720729e+01]
 [ 1.18687086e+02 -1.06313724e+02  4.54191199e+01]
 [ 1.18711753e+02 -1.06169956e+02  4.54191199e+01]
 [ 1.18940664e+02 -1.06060358e+02  4.55596494e+01]
 [ 1.18719217e+02 -1.05875507e+02  4.53910140e+01]
 [ 1.19070455e+02 -1.05785002e+02  4.56158611e+01]
 [ 1.18889187e+02 -1.05607516e+02  4.54753317e+01]
 [ 1.18871339e+02 -1.05456822e+02  4.54472258e+01]
 [ 1.19058067e+02 -1.05338252e+02  4.55596494e+01]
 [ 1.18916608e+02 -1.05168441e+02  4.54472258e+01]
 [ 1.18528652e+02 -1.04961972e+02  4.51661669e+01]
 [ 1.19001641e+02 -1.04885989e+02  4.54753317e+01]
 [ 1.18653838e+02 -1.04687163e+02  4.52223787e+01]
 [ 1.18715999e+02 -1.04549425e+02  4.52504846e+01]
 [ 1.19024258e+02 -1.04446642e+02  4.54472258e+01]
 [ 1.19044840e+02 -1.04302146e+02  4.54472258e+01]
 [ 1.19065106e+02 -1.04157605e+02  4.54472258e+01]
 [ 1.18920647e+02 -1.03990640e+02  4.53348022e+01]
 [ 1.18899118e+02 -1.03840865e+02  4.53066963e+01]
 [ 1.18877249e+02 -1.03691226e+02  4.52785905e+01]
