Scaled Voxel Centers:
 [ 4.57135423e-02  2.40503455e-01 -4.08210863e-01]
 [ 5.46870250e-02  2.45558648e-01 -4.08178734e-01]
 [ 5.42748471e-02  2.35267463e-01 -4.08210863e-01]
 [ 6.06362261e-02  2.36084872e-01 -4.08196583e-01]
 [ 6.69882200e-02  2.36920741e-01 -4.08182303e-01]
 [ 7.48737314e-02  2.40347809e-01 -4.08157314e-01]
 [ 7.76145796e-02  2.35212554e-01 -4.08168024e-01]
 [ 8.24143748e-02  2.33519349e-01 -4.08164454e-01]
 [ 9.02680189e-02  2.37003443e-01 -4.08139464e-01]
 [ 9.25262459e-02  2.31029704e-01 -4.08153744e-01]
 [ 9.88441712e-02  2.31961889e-01 -4.08139464e-01]
 [ 1.05152510e-01  2.32912252e-01 -4.08125184e-01]
 [ 1.12954580e-01  2.36476866e-01 -4.08100195e-01]
 [ 1.20735747e-01  2.40066063e-01 -4.08075205e-01]
 [ 1.25014319e-01  2.37607071e-01 -4.08075205e-01]
 [ 1.28802798e-01  2.34288788e-01 -4.08078775e-01]
 [ 1.33587507e-01  2.32717119e-01 -4.08075205e-01]
 [ 1.44765216e-01  2.42477160e-01 -4.08025226e-01]
 [ 1.46589830e-01  2.35711247e-01 -4.08043076e-01]
 [ 1.52829235e-01  2.36800354e-01 -4.08028796e-01]
 [ 1.57600798e-01  2.35285369e-01 -4.08025226e-01]
 [ 1.67214096e-01  2.42532271e-01 -4.07985957e-01]
 [ 1.69558795e-01  2.36670226e-01 -4.08000237e-01]
 [ 1.77686357e-01  2.41334918e-01 -4.07971677e-01]
 [ 1.79092242e-01  2.33731025e-01 -4.07993097e-01]
 [ 1.84813637e-01  2.34037057e-01 -4.07982387e-01]
 [ 1.91951976e-01  2.36999490e-01 -4.07960967e-01]
 [ 1.97654804e-01  2.37339718e-01 -4.07950257e-01]
 [ 2.00527295e-01  2.32401549e-01 -4.07960967e-01]
 [ 2.05291088e-01  2.31000008e-01 -4.07957397e-01]
 [ 2.13323328e-01  2.35800517e-01 -4.07928838e-01]
 [ 2.18075816e-01  2.34428920e-01 -4.07925268e-01]
 [ 2.24218164e-01  2.35727860e-01 -4.07910988e-01]
 [ 2.29888844e-01  2.36156876e-01 -4.07900278e-01]
 [ 2.35552763e-01  2.36601274e-01 -4.07889568e-01]
 [ 2.38010274e-01  2.30835120e-01 -4.07903848e-01]
 [ 2.44584490e-01  2.33084022e-01 -4.07885998e-01]
 [ 2.51144008e-01  2.35352246e-01 -4.07868149e-01]
 [ 2.56335123e-01  2.34962515e-01 -4.07861009e-01]
 [ 2.57928661e-01  2.27439145e-01 -4.07882428e-01]
 [ 2.64471301e-01  2.29751200e-01 -4.07864579e-01]
 [ 2.72335278e-01  2.34768388e-01 -4.07836019e-01]
 [ 2.74407792e-01  2.28158688e-01 -4.07853869e-01]
 [ 2.80919508e-01  2.30521237e-01 -4.07836019e-01]
 [ 2.87855738e-01  2.33801040e-01 -4.07814600e-01]
 [ 2.93897941e-01  2.35303329e-01 -4.07800320e-01]
 [ 3.00364554e-01  2.37722763e-01 -4.07782470e-01]
 [ 3.01612277e-01  2.29348136e-01 -4.07807460e-01]
 [ 3.08072265e-01  2.31793846e-01 -4.07789610e-01]
 [ 3.15376423e-01  2.36064288e-01 -4.07764620e-01]
 [ 3.17952357e-01  2.30414338e-01 -4.07778900e-01]
 [ 3.26083428e-01  2.36529054e-01 -4.07746771e-01]
 [ 3.30369229e-01  2.34518066e-01 -4.07746771e-01]
 [ 3.36346728e-01  2.36143104e-01 -4.07732491e-01]
 [ 3.42732530e-01  2.38692471e-01 -4.07714641e-01]
 [ 3.45342206e-01  2.33083749e-01 -4.07728921e-01]
 [ 3.51298968e-01  2.34752448e-01 -4.07714641e-01]
 [ 3.60141408e-01  2.42809980e-01 -4.07675372e-01]
 [ 3.70180034e-01  2.53630384e-01 -4.07625393e-01]
 [ 3.76477979e-01  2.56276150e-01 -4.07607543e-01]
 [ 3.84391924e-01  2.62592125e-01 -4.07575414e-01]
 [ 3.87808869e-01  2.58880488e-01 -4.07582553e-01]
 [ 4.02144148e-01  2.79873623e-01 -4.07493305e-01]
 [ 4.11962316e-01  2.90847718e-01 -4.07443326e-01]
 [ 1.59369254e-01 -2.99391686e-01 -4.09735228e-01]
 [ 1.66416466e-01 -2.98095520e-01 -4.09720948e-01]
 [ 1.72660878e-01 -2.98617029e-01 -4.09713808e-01]
 [ 1.82447855e-01 -2.90851024e-01 -4.09674539e-01]
 [ 2.15319271e-01 -2.28774787e-01 -4.09424643e-01]
 [ 2.39336527e-01 -1.86825867e-01 -4.09253286e-01]
 [ 2.47261490e-01 -1.82573256e-01 -4.09228296e-01]
 [ 2.52847707e-01 -1.83832672e-01 -4.09224726e-01]
 [ 2.59202477e-01 -1.83232337e-01 -4.09214016e-01]
 [ 2.64786074e-01 -1.84464025e-01 -4.09210446e-01]
 [ 2.70370398e-01 -1.85682727e-01 -4.09206876e-01]
 [ 2.78600085e-01 -1.80407310e-01 -4.09178317e-01]
 [ 2.85298841e-01 -1.78814136e-01 -4.09164037e-01]
 [ 2.90864728e-01 -1.79985634e-01 -4.09160467e-01]
 [ 2.80817068e-01 -2.20133638e-01 -4.09306835e-01]
 [ 2.62436247e-01 -2.81706653e-01 -4.09535311e-01]
 [ 2.61969484e-01 -2.98734216e-01 -4.09592430e-01]
 [ 2.72542684e-01 -2.87853520e-01 -4.09542451e-01]
 [ 2.79790937e-01 -2.85322445e-01 -4.09524601e-01]
 [ 2.81599209e-01 -2.96756397e-01 -4.09560300e-01]
 [ 2.88486944e-01 -2.95130762e-01 -4.09546021e-01]
 [ 2.93217644e-01 -2.99090287e-01 -4.09553161e-01]
 [ 2.95828100e-01 -3.08649074e-01 -4.09581720e-01]
 [ 3.11553807e-01 -2.83596969e-01 -4.09478192e-01]
 [ 3.11703042e-01 -2.99681573e-01 -4.09531741e-01]
 [ 3.17857531e-01 -2.99848735e-01 -4.09524601e-01]
 [ 3.21924203e-01 -3.05627332e-01 -4.09538881e-01]
 [ 3.33608050e-01 -2.90753305e-01 -4.09474622e-01]
 [ 3.35955027e-01 -3.01199794e-01 -4.09506751e-01]
 [ 3.46190583e-01 -2.90028134e-01 -4.09456772e-01]
 [ 3.47555524e-01 -3.03282790e-01 -4.09499612e-01]
 [ 3.54030204e-01 -3.02421245e-01 -4.09488902e-01]
 [ 3.64517254e-01 -2.90236993e-01 -4.09435353e-01]
 [ 3.71950018e-01 -2.86505300e-01 -4.09413933e-01]
 [ 3.77376860e-01 -2.88415004e-01 -4.09413933e-01]
 [ 3.89713749e-01 -2.70480996e-01 -4.09338964e-01]
 [ 3.93144748e-01 -2.78022490e-01 -4.09360384e-01]
 [ 3.99851960e-01 -2.76102777e-01 -4.09346104e-01]
 [ 4.05578634e-01 -2.77005102e-01 -4.09342534e-01]
 [ 4.08740456e-01 -2.85471913e-01 -4.09367524e-01]
 [ 4.15120485e-01 -2.84457616e-01 -4.09356814e-01]
 [ 4.18010955e-01 -2.93861893e-01 -4.09385373e-01]
 [ 4.23768133e-01 -2.94721805e-01 -4.09381803e-01]
 [ 4.35459181e-01 -2.77519035e-01 -4.09310405e-01]
 [ 4.37763760e-01 -2.88796685e-01 -4.09346104e-01]
 [ 4.42887194e-01 -2.91514098e-01 -4.09349674e-01]
 [ 4.50467418e-01 -2.86605055e-01 -4.09324684e-01]
 [ 4.58022446e-01 -2.81674852e-01 -4.09299695e-01]
 [ 4.60117097e-01 -2.93883274e-01 -4.09338964e-01]
 [ 4.66459413e-01 -2.92738681e-01 -4.09328254e-01]
 [ 4.76068481e-01 -2.81077370e-01 -4.09278275e-01]
 [ 4.81187536e-01 -2.83715210e-01 -4.09281845e-01]
 [ 4.88369631e-01 -2.79651069e-01 -4.09260425e-01]
 [ 4.93781168e-01 -2.81306777e-01 -4.09260425e-01]
 [ 5.00064694e-01 -2.80079128e-01 -4.09249716e-01]
 [ 5.06339186e-01 -2.78835863e-01 -4.09239006e-01]
 [ 5.12319494e-01 -2.78535504e-01 -4.09231866e-01]
 [ 5.16879037e-01 -2.83016156e-01 -4.09242576e-01]
 [ 5.20892475e-01 -2.89408054e-01 -4.09260425e-01]
 [ 5.27999177e-01 -2.85231066e-01 -4.09239006e-01]
 [ 5.35637869e-01 -2.79113130e-01 -4.09210446e-01]
 [ 5.40498619e-01 -2.82588735e-01 -4.09217586e-01]
 [ 1.17794370e-01 -1.79462072e+00 -4.14822393e-01]
 [ 1.27864985e-01 -1.79226788e+00 -4.14804543e-01]
 [ 1.38456798e-01 -1.78796355e+00 -4.14779553e-01]
 [ 1.46627001e-01 -1.79230677e+00 -4.14786693e-01]
 [ 1.57718099e-01 -1.78602453e+00 -4.14754564e-01]
 [ 1.67465512e-01 -1.78453797e+00 -4.14740284e-01]
 [ 1.74340558e-01 -1.79364930e+00 -4.14765274e-01]
 [ 1.84861609e-01 -1.78922347e+00 -4.14740284e-01]
 [ 1.94334794e-01 -1.78863761e+00 -4.14729574e-01]
 [ 2.03039226e-01 -1.79093124e+00 -4.14729574e-01]
 [ 2.14516522e-01 -1.78255988e+00 -4.14690305e-01]
 [ 2.21960026e-01 -1.78965130e+00 -4.14708155e-01]
 [ 2.31656129e-01 -1.78800901e+00 -4.14693875e-01]
 [ 2.42076178e-01 -1.78343512e+00 -4.14668885e-01]
 [ 2.51255390e-01 -1.78368463e+00 -4.14661745e-01]
 [ 2.57055990e-01 -1.79750009e+00 -4.14704585e-01]
 [ 2.49531250e-01 -1.86568664e+00 -4.14947341e-01]
 [ 2.49167256e-01 -1.90574990e+00 -4.15086568e-01]
 [ 2.51555255e-01 -1.93514129e+00 -4.15186527e-01]
 [ 2.51973369e-01 -1.97329476e+00 -4.15318614e-01]
 [ 2.50940001e-01 -2.01827745e+00 -4.15475692e-01]
 [ 2.51011691e-01 -2.05939003e+00 -4.15618489e-01]
 [ 2.52615224e-01 -2.09467774e+00 -4.15739867e-01]
 [ 2.52575354e-01 -2.13777507e+00 -4.15889805e-01]
 [ 2.52052939e-01 -2.18381798e+00 -4.16050452e-01]
 [ 2.54364752e-01 -2.21817723e+00 -4.16168260e-01]
 [ 2.56386356e-01 -2.25449913e+00 -4.16293208e-01]
 [ 2.58130587e-01 -2.29278603e+00 -4.16425296e-01]
 [ 2.60464010e-01 -2.32913244e+00 -4.16550244e-01]
 [ 2.44567072e-01 -2.45052471e+00 -4.16985777e-01]
 [ 2.48021537e-01 -2.48399901e+00 -4.17100015e-01]
 [ 8.17892021e-01  1.58236991e-01 -4.07450466e-01]
 [ 8.18249235e-01  1.37723661e-01 -4.07521865e-01]
 [ 3.30407580e-01 -2.24075587e+00 -4.16189680e-01]
 [ 3.42706252e-01 -2.23001596e+00 -4.16143271e-01]
 [ 3.56343253e-01 -2.21238295e+00 -4.16071872e-01]
 [ 3.64597166e-01 -2.22118578e+00 -4.16096861e-01]
 [ 3.70554555e-01 -2.24174497e+00 -4.16164690e-01]
 [ 8.24535597e-01  2.62607068e-02 -4.07907418e-01]
 [ 8.32887869e-01  4.39916487e-02 -4.07839589e-01]
 [ 8.38719308e-01  4.89799935e-02 -4.07818170e-01]
 [ 8.45269647e-01  5.79139198e-02 -4.07782470e-01]
 [ 8.47374752e-01  4.32738787e-02 -4.07832449e-01]
 [ 8.49360454e-01  2.76494838e-02 -4.07885998e-01]
 [ 3.85975411e-01 -2.54291116e+00 -4.17210683e-01]
 [ 4.81674700e-01 -2.07040482e+00 -4.15489972e-01]
 [ 5.17057125e-01 -1.92536920e+00 -4.14958050e-01]
 [ 5.26750145e-01 -1.92301859e+00 -4.14943771e-01]
 [ 5.36429417e-01 -1.92064535e+00 -4.14929491e-01]
 [ 5.47442720e-01 -1.91036393e+00 -4.14886652e-01]
 [ 5.55247521e-01 -1.91878934e+00 -4.14911641e-01]
 [ 5.64727451e-01 -1.91733597e+00 -4.14900931e-01]
 [ 5.74035766e-01 -1.91684764e+00 -4.14893792e-01]
 [ 5.83818301e-01 -1.91337692e+00 -4.14875942e-01]
 [ 5.92793886e-01 -1.91482051e+00 -4.14875942e-01]
 [ 6.02394848e-01 -1.91229324e+00 -4.14861662e-01]
 [ 6.11368024e-01 -1.91369631e+00 -4.14861662e-01]
 [ 6.21251682e-01 -1.90914886e+00 -4.14840242e-01]
 [ 6.30516141e-01 -1.90853316e+00 -4.14833103e-01]
 [ 6.39921856e-01 -1.90690747e+00 -4.14822393e-01]
 [ 6.49172748e-01 -1.90624976e+00 -4.14815253e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [-1.31514376e-01  2.59569708e-01 -4.08503598e-01]
 [-1.21495731e-01  2.64719205e-01 -4.08467899e-01]
 [-1.25340259e-01  2.50291658e-01 -4.08517878e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.00838584e-01 -1.82098609e+00 -4.14929491e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 2.58449874e-01 -2.48519552e+00 -4.17096445e-01]
 [ 2.71542524e-01 -2.47364476e+00 -4.17046466e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 3.75811403e-01 -2.54003146e+00 -4.17207113e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
