Scaled Voxel Centers:
 [ 1.32411632e-02 -5.46597489e-01 -1.33843210e+00]
 [ 6.24944772e-02 -5.65131788e-01 -1.33753978e+00]
 [ 1.10572222e-01 -5.86319201e-01 -1.33783722e+00]
 [ 2.30629345e-01 -4.22466020e-01 -1.27656400e+00]
 [ 2.09828686e-01 -6.20804176e-01 -1.33664745e+00]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 3.10401281e-01 -6.50853484e-01 -1.33516023e+00]
 [ 3.60015629e-01 -6.67729373e-01 -1.33545768e+00]
 [ 4.10467042e-01 -6.81908352e-01 -1.33516023e+00]
 [ 4.60640127e-01 -6.97042445e-01 -1.33545768e+00]
 [ 5.12964804e-01 -7.03899646e-01 -1.33337558e+00]
 [ 5.89124959e-01 -6.08515076e-01 -1.29887221e+00]
 [ 6.14758454e-01 -7.27852833e-01 -1.33337558e+00]
 [ 6.65394892e-01 -7.41302662e-01 -1.33426790e+00]
 [ 7.17326004e-01 -7.48238872e-01 -1.33337558e+00]
 [ 7.69474319e-01 -7.53316897e-01 -1.33218580e+00]
 [ 8.20679393e-01 -7.64088058e-01 -1.33307813e+00]
 [ 1.01159500e+00  3.23746532e-01 -9.89234231e-01]
 [ 1.04738659e+00  3.47394887e-01 -9.80608389e-01]
 [ 1.08070925e+00  3.54599180e-01 -9.77336518e-01]
 [ 1.11216500e+00  3.41452338e-01 -9.80608389e-01]
 [ 1.14143703e+00  2.83090334e-01 -9.98157515e-01]
 [ 1.17599112e+00  3.09153869e-01 -9.89531673e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 4.52664875e-01  9.97934846e-01 -7.17529625e-01]
 [ 3.39750384e-01  7.74298442e-01 -7.72350244e-01]
 [ 3.84192856e-01  7.90253121e-01 -7.64180897e-01]
 [ 3.93536713e-01  7.49286605e-01 -7.70845364e-01]
 [ 4.07905346e-01  7.15021046e-01 -7.75789969e-01]
 [ 4.81101713e-01  7.87189287e-01 -7.54076704e-01]
 [ 4.29068805e-01  6.26794981e-01 -7.90623784e-01]
 [ 4.44861077e-01  5.89120767e-01 -7.96428320e-01]
 [ 4.54559651e-01  5.36547585e-01 -8.05887564e-01]
 [ 4.59359660e-01  4.69621517e-01 -8.18786533e-01]
 [-1.82041342e-01 -1.08460917e+00 -1.18877197e+00]
 [-1.70203074e-01 -1.21913431e+00 -1.21499987e+00]
 [-1.68085893e-01 -1.38963726e+00 -1.24961210e+00]
 [-1.38485434e-01 -1.50253955e+00 -1.27046544e+00]
 [-1.30210965e-01 -1.68541627e+00 -1.30765747e+00]
 [ 2.72849771e-01 -7.10852887e-01 -1.07590599e+00]
 [ 4.59988607e-02 -1.60551589e+00 -1.27863479e+00]
 [ 1.02857308e-01 -1.65871346e+00 -1.28615918e+00]
 [ 1.23230662e-01 -1.84749751e+00 -1.32485609e+00]
 [ 2.01895455e-01 -1.83629728e+00 -1.31797664e+00]
 [ 2.80510579e-01 -1.82074520e+00 -1.31045224e+00]
 [ 3.48706690e-01 -1.84658533e+00 -1.31260207e+00]
 [ 4.08510186e-01 -1.91528064e+00 -1.32464111e+00]
 [ 4.88153533e-01 -1.88805609e+00 -1.31539685e+00]
 [ 5.60102419e-01 -1.89784032e+00 -1.31475190e+00]
 [ 6.32451158e-01 -1.90442783e+00 -1.31367698e+00]
 [ 7.03021519e-01 -1.92329365e+00 -1.31561183e+00]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.06550731e+00  3.03571599e-01 -8.19431482e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.09241449e+00  5.62653264e-01 -6.15739363e-01]
 [ 1.12389084e+00  5.96725246e-01 -6.10927816e-01]
 [ 1.15122570e+00  5.83882244e-01 -6.12358276e-01]
 [ 1.17987795e+00  5.92310205e-01 -6.11057858e-01]
 [ 1.20794668e+00  5.91331265e-01 -6.11057858e-01]
 [ 1.23606266e+00  5.94808226e-01 -6.10537691e-01]
 [ 1.26407055e+00  5.95800935e-01 -6.10407649e-01]
 [ 1.29201354e+00  5.98273162e-01 -6.10147566e-01]
 [ 1.31991784e+00  6.00240913e-01 -6.10017524e-01]
 [ 1.34740281e+00  6.08632394e-01 -6.09107231e-01]
 [ 1.37430497e+00  6.21447615e-01 -6.07676771e-01]
 [ 1.43054838e+00  3.25801698e-01 -6.46949398e-01]
 [ 1.46075987e+00  3.50911010e-01 -6.44088478e-01]
 [ 1.49286936e+00  3.55853922e-01 -6.43958436e-01]
 [ 1.52135222e+00  3.84888730e-01 -6.40707391e-01]
 [ 1.55069729e+00  4.03591573e-01 -6.38886806e-01]
 [ 1.58435266e+00  3.96439399e-01 -6.40577349e-01]
 [ 1.62012801e+00  3.81174262e-01 -6.43438269e-01]
 [ 1.64859484e+00  4.02430843e-01 -6.41487642e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.84097532e+00  6.93775327e-02 -6.89993237e-01]
 [ 1.84483562e+00  1.92194508e-01 -6.74648304e-01]
 [ 1.84907205e+00  3.00278959e-01 -6.61253997e-01]
 [ 1.85255827e+00  3.99407722e-01 -6.49030067e-01]
 [ 1.85608601e+00  4.88706331e-01 -6.38106555e-01]
 [ 1.87196889e+00  5.36692746e-01 -6.32904882e-01]
 [ 2.78694482e+00 -1.70125622e+00 -9.49946816e-01]
 [ 2.79446070e+00 -1.52819182e+00 -9.29270168e-01]
 [ 2.78179231e+00 -1.32245540e+00 -9.03781974e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 2.71098442e+00 -1.70705395e+00 -9.47085896e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [-7.28304017e-02  2.45046675e-01 -5.09755299e-01]
 [-1.77893892e-02  2.54062396e-01 -5.07990297e-01]
 [ 3.01604071e-02  2.54237982e-01 -5.06782663e-01]
 [ 7.20406247e-02  2.46077412e-01 -5.06085952e-01]
 [ 1.18338371e-01  2.46561237e-01 -5.04971213e-01]
 [ 1.63285485e-01  2.46313717e-01 -5.03949369e-01]
 [ 2.07893388e-01  2.47034119e-01 -5.02927526e-01]
 [ 2.48503413e-01  2.41595561e-01 -5.02277262e-01]
 [ 2.92497665e-01  2.44153222e-01 -5.01255418e-01]
 [ 3.32706720e-01  2.40406256e-01 -5.00605154e-01]
 [ 4.04956802e-01  3.09507977e-01 -4.96285542e-01]
 [ 4.52962381e-01  3.29967406e-01 -4.94520539e-01]
 [ 5.09381126e-01  3.74656701e-01 -4.91594351e-01]
 [ 5.55724770e-01  3.99290897e-01 -4.89736453e-01]
 [ 6.00635550e-01  4.24037161e-01 -4.87925003e-01]
 [ 6.42507407e-01  4.44127245e-01 -4.86392237e-01]
 [ 3.45485536e-01 -5.69907184e-01 -5.35487181e-01]
 [ 2.98588940e-01 -8.95594592e-01 -5.50582599e-01]
 [ 3.57464322e-01 -8.95410655e-01 -5.49792992e-01]
 [ 4.18381607e-01 -8.85439068e-01 -5.48585359e-01]
 [ 4.79649260e-01 -8.70416140e-01 -5.47191936e-01]
 [ 5.31769754e-01 -8.90203881e-01 -5.47517068e-01]
 [ 8.11877620e-01  1.53636139e-01 -4.97307386e-01]
 [ 8.46890109e-01  1.42380381e-01 -4.97493175e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 7.28250356e-01 -1.99813167e+00 -5.96704906e-01]
 [ 9.04936421e-01 -1.03714358e+00 -5.51372205e-01]
 [ 9.63786638e-01 -1.01680300e+00 -5.50164572e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 2.33545282e-01 -9.12703377e-01 -5.52254707e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 2.83464713e-01 -1.95854263e+00 -5.98516356e-01]
 [ 2.99096678e-01 -2.24143985e+00 -6.11196507e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 1.25000000e+00  2.20000000e+00 -4.00000000e-01]
 [ 6.58132200e-01 -1.90755073e+00 -4.14815253e-01]
 [ 6.67937652e-01 -1.90289173e+00 -4.14793833e-01]
 [ 6.76751863e-01 -1.90514222e+00 -4.14797403e-01]
 [ 6.85436925e-01 -1.90836444e+00 -4.14804543e-01]
 [ 6.94535309e-01 -1.90859537e+00 -4.14800973e-01]
 [ 7.04950150e-01 -1.89889348e+00 -4.14761704e-01]
 [ 7.12338039e-01 -1.91197148e+00 -4.14804543e-01]
 [ 7.22585125e-01 -1.90321635e+00 -4.14768844e-01]
 [ 7.31287566e-01 -1.90634145e+00 -4.14775983e-01]
 [ 7.40863182e-01 -1.90250142e+00 -4.14758134e-01]
 [ 7.49693674e-01 -1.90459507e+00 -4.14761704e-01]
 [ 7.54015446e-01 -1.94440023e+00 -4.14900931e-01]
 [ 7.55125382e-01 -2.01300769e+00 -4.15143687e-01]
 [ 7.61455579e-01 -2.03891275e+00 -4.15232936e-01]
 [ 8.80222546e-01 -1.07114514e+00 -4.11752244e-01]
 [ 8.88020859e-01 -1.06598063e+00 -4.11730824e-01]
 [ 8.95902913e-01 -1.05980356e+00 -4.11705835e-01]
 [ 9.04497029e-01 -1.04664701e+00 -4.11655856e-01]
 [ 9.11891891e-01 -1.04440924e+00 -4.11645146e-01]
 [ 9.18666436e-01 -1.04812364e+00 -4.11655856e-01]
 [ 9.27342490e-01 -1.03291797e+00 -4.11598736e-01]
 [ 9.34202116e-01 -1.03560473e+00 -4.11605876e-01]
 [ 9.40407136e-01 -1.04524526e+00 -4.11638006e-01]
 [ 9.46838337e-01 -1.05288272e+00 -4.11662995e-01]
 [ 9.53301391e-01 -1.06050753e+00 -4.11687985e-01]
 [ 9.60592299e-01 -1.05915491e+00 -4.11680845e-01]
 [ 9.67875917e-01 -1.05778602e+00 -4.11673705e-01]
 [ 9.74731669e-01 -1.06138311e+00 -4.11684415e-01]
 [ 9.82339109e-01 -1.05599610e+00 -4.11662995e-01]
 [ 9.89602738e-01 -1.05457868e+00 -4.11655856e-01]
 [ 9.96005536e-01 -1.06411186e+00 -4.11687985e-01]
 [ 1.00471079e+00 -1.04371814e+00 -4.11613016e-01]
 [ 1.01098256e+00 -1.05521595e+00 -4.11652286e-01]
 [ 1.01829807e+00 -1.05273726e+00 -4.11641576e-01]
 [ 1.02663474e+00 -1.03527787e+00 -4.11577317e-01]
 [ 1.03482745e+00 -1.01879545e+00 -4.11516628e-01]
 [ 1.04165672e+00 -1.02225095e+00 -4.11527338e-01]
 [ 1.04881174e+00 -1.02070172e+00 -4.11520198e-01]
 [ 1.05559803e+00 -1.02512571e+00 -4.11534478e-01]
 [ 1.06234468e+00 -1.03053371e+00 -4.11552327e-01]
 [ 1.06967210e+00 -1.02594324e+00 -4.11534478e-01]
 [ 1.07649591e+00 -1.03032320e+00 -4.11548757e-01]
 [ 1.08349235e+00 -1.03169271e+00 -4.11552327e-01]
 [ 1.09064173e+00 -1.03005072e+00 -4.11545187e-01]
 [ 1.09745351e+00 -1.03538512e+00 -4.11563037e-01]
 [ 1.10478189e+00 -1.02971632e+00 -4.11541617e-01]
 [ 1.11199932e+00 -1.02602913e+00 -4.11527338e-01]
 [ 1.11903775e+00 -1.02632252e+00 -4.11527338e-01]
 [ 1.12623031e+00 -1.02260353e+00 -4.11513058e-01]
 [ 1.13311643e+00 -1.02686324e+00 -4.11527338e-01]
 [ 1.14015664e+00 -1.02711056e+00 -4.11527338e-01]
 [ 1.14761124e+00 -1.01434919e+00 -4.11480928e-01]
 [ 1.15468341e+00 -1.01256581e+00 -4.11473789e-01]
 [ 1.16128023e+00 -1.02776036e+00 -4.11527338e-01]
 [ 1.16847408e+00 -1.02194819e+00 -4.11505918e-01]
 [ 1.17585018e+00 -1.00712249e+00 -4.11452369e-01]
 [ 1.18320307e+00 -9.90280458e-01 -4.11391680e-01]
 [ 1.19020084e+00 -9.88418958e-01 -4.11384540e-01]
 [ 1.19725644e+00 -9.82542694e-01 -4.11363120e-01]
 [ 1.20493363e+00 -9.31655793e-01 -4.11181053e-01]
 [ 1.21185141e+00 -9.24747226e-01 -4.11156064e-01]
 [ 1.21865860e+00 -9.25822960e-01 -4.11159634e-01]
 [ 1.22548601e+00 -9.24883935e-01 -4.11156064e-01]
 [ 1.23229783e+00 -9.25929957e-01 -4.11159634e-01]
 [ 1.23909670e+00 -9.31961063e-01 -4.11181053e-01]
 [ 1.24592441e+00 -9.35977368e-01 -4.11195333e-01]
 [ 1.25275899e+00 -9.27978851e-01 -4.11166774e-01]
